"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","55 - 59세",66116,63072,62770,61594,63462,64311,65078,65300,65789,64986,63567,61438,59506,57369,55395,55376
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","60 - 64세",66925,71757,73218,73771,71590,68986,66108,65691,64726,67164,68185,69116,69576,70198,69396,67922
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","65 - 69세",47394,52089,55400,60002,64399,67979,72902,74061,74881,73256,70855,68157,67816,66966,69541,70682
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","70 - 74세",35936,36511,38274,39582,41913,47006,51595,54694,59285,63735,67323,72223,73427,74348,72864,70643
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","75 - 79세",37526,35813,35179,34869,34507,34238,34956,36736,38092,40486,45374,49784,52856,57310,61626,65182
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","80세이상",52237,55928,58987,61758,63995,66210,67099,69281,71403,72815,74026,74937,78042,80738,83771,88972
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","80 - 84세",28783,30314,32017,32916,32996,32938,31534,31198,31204,31163,31136,31900,33675,35027,37277,41795
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","85 - 89세",15310,16791,17790,19093,20478,21685,22910,24430,25355,25548,25574,24524,24494,24741,24894,25083
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","90 - 94세",6492,6904,7221,7579,8074,8880,9756,10511,11423,12354,13139,13922,14908,15550,15705,15756
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","95 - 99세",1450,1665,1701,1896,2164,2399,2560,2763,2980,3241,3611,3986,4305,4697,5097,5442
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","100세 이상",202,254,258,274,283,308,339,379,441,509,566,605,660,723,798,896
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","계",1630839,1626031,1623079,1627269,1629639,1631062,1632229,1633591,1635035,1636473,1637788,1638961,1639860,1640503,1640810,1640776
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","0 - 4세",55713,51298,46905,43509,41268,39537,38237,37814,37749,38198,39276,40532,41607,42482,43157,43648
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","5 - 9세",70709,69423,66721,63040,59503,55222,50543,46511,43430,41016,39214,37852,37368,37270,37723,38814
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","10 - 14세",70828,72401,72785,71959,71395,70647,68897,66259,62862,59465,55184,50508,46499,43426,40980,39134
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","15 - 19세",83134,76012,73110,72402,70985,70941,72390,72819,72024,71474,70763,69086,66466,63088,59724,55461
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","20 - 24세",113567,106600,98307,94611,90234,84085,77861,75574,74805,73394,73450,74827,75203,74459,73925,73271
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","25 - 29세",109464,109458,109227,108947,107713,106064,104065,99704,95457,91307,85527,79760,77744,77035,75715,75780
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","30 - 34세",96925,96293,98536,103308,107620,110170,112341,111945,110360,108414,106902,104926,100574,96290,92102,86408
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","35 - 39세",112622,108284,103038,99126,97382,97570,98030,100636,104400,107729,110028,112057,111583,110046,108151,106653
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","40 - 44세",113294,114229,117304,118579,117748,113508,109490,104333,99892,97964,98190,98661,101271,104972,108159,110331
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","45 - 49세",129614,125554,122010,118130,114463,115047,116304,119644,121056,120105,115767,111578,106250,101723,99786,100016
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","50 - 54세",136755,138114,137864,138114,134948,132661,128925,125434,121773,117997,118654,120108,123594,125047,124092,119653
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","55 - 59세",135684,130787,131718,131347,139136,139984,141543,141897,142786,140146,137919,134054,130331,126527,122704,123426
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","60 - 64세",125623,136641,139637,142484,139489,139226,134302,135137,134860,142847,143886,145848,146726,147969,145537,143324
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","65 - 69세",87095,96622,103294,111708,119280,125777,136522,139446,142477,140168,139965,135234,136098,135860,143704,144915
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","70 - 74세",61277,64079,68565,71857,76454,84410,93461,99745,107912,115616,122101,132583,135472,138566,136495,136371
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","75 - 79세",56425,54153,53212,52989,54554,56439,59129,63297,66439,70896,78371,86794,92787,100476,107762,114033
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","80세이상",72110,76083,80846,85159,87467,89774,90189,93396,96753,99737,102591,104553,110287,115267,121094,129538
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","80 - 84세",42200,43023,45433,47468,47031,46814,44884,44574,44910,46600,48414,50732,54522,57387,61362,67984
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","85 - 89세",21220,23724,25529,26850,28376,29338,30086,32155,33912,33821,33721,32320,32469,33126,34575,36096
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","90 - 94세",7010,7525,7976,8798,9780,11105,12469,13590,14439,15371,15977,16483,17818,18896,18853,18802
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","95 - 99세",1478,1589,1643,1763,2023,2252,2466,2756,3126,3525,4014,4506,4901,5200,5559,5807
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","계","100세 이상",202,222,265,280,257,265,284,321,366,420,465,512,577,658,745,849
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","계",833130,828507,828914,833821,835712,837196,838489,839835,841175,842471,843664,844757,845666,846392,846924,847227
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","0 - 4세",28713,26377,24029,22405,21175,20227,19561,19333,19281,19503,20051,20693,21242,21688,22034,22284
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","5 - 9세",35925,35294,34018,32149,30455,28475,26018,23879,22372,21078,20100,19401,19142,19074,19300,19859
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","10 - 14세",36654,37349,37554,37042,36519,35969,35114,33842,32080,30463,28460,25998,23877,22370,21055,20058
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","15 - 19세",43737,39766,38154,37812,37047,36902,37606,37830,37297,36770,36271,35461,34183,32423,30812,28781
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","20 - 24세",62994,58256,54284,52447,49843,46309,42891,41599,41061,40286,40208,40898,41093,40583,40124,39705
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","25 - 29세",63715,63354,62980,63106,62423,61655,60334,57704,55259,52584,49239,46004,44835,44354,43626,43549
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","30 - 34세",53490,53271,55439,59187,62064,63549,64976,64563,63612,62659,61807,60449,57842,55382,52724,49477
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","35 - 39세",59675,57467,55312,53732,53097,53771,54386,56474,59095,61348,62672,64020,63560,62638,61655,60750
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","40 - 44세",59111,59755,61289,62341,62103,60067,58190,55894,53750,53075,53730,54300,56320,58829,60953,62197
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","45 - 49세",67043,64773,63003,60980,59278,59798,60703,62373,63374,62989,60901,58925,56515,54320,53650,54285
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","50 - 54세",70008,70512,70473,70942,69687,68450,66390,64556,62597,60861,61400,62401,64149,65161,64769,62645
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","55 - 59세",69740,67260,67785,67046,70696,71162,72022,72343,73160,72146,70949,68845,66899,64888,63143,63704
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","60 - 64세",63417,68892,70593,72347,70879,71200,68881,69365,68717,72499,73099,74187,74813,75830,74929,73759
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","65 - 69세",42750,47732,51274,55767,59667,62843,68316,69985,71839,70798,71149,68978,69490,68899,72606,73332
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","70 - 74세",29082,30489,32869,34513,36755,40647,45349,48695,52975,56936,60089,65377,67019,68889,68002,68389
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","75 - 79세",23656,22930,23027,23488,24722,25869,27105,29224,30769,32939,36516,40772,43882,47812,51464,54452
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","80세이상",23420,25030,26831,28517,29302,30303,30647,32176,33937,35537,37023,38048,40805,43252,46078,50001
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","80 - 84세",15455,16001,17029,17965,17888,18057,17527,17871,18488,19655,20665,21651,23493,24851,26709,29733
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","85 - 89세",6076,7016,7660,8222,8863,9282,9723,10511,11269,11305,11450,11131,11525,12120,12972,13707
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","90 - 94세",1549,1668,1777,1970,2152,2545,2966,3313,3629,3949,4163,4401,4819,5216,5228,5309
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","95 - 99세",312,311,312,314,357,377,394,442,509,578,694,812,907,994,1087,1153
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","남자","100세 이상",28,34,53,46,42,42,37,39,42,50,51,53,61,71,82,99
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","여자","계",797709,797524,794165,793448,793927,793866,793740,793756,793860,794002,794124,794204,794194,794111,793886,793549
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","충청북도","여자","0 - 4세",27000,24921,22876,21104,20093,19310,18676,18481,18468,18695,19225,19839,20365,20794,21123,21364
