"성별(1)","손상부위별(1)",손상부위별(2),2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023
"성별(1)","손상부위별(1)",손상부위별(2),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%)
"남자","척추, 등",척수,2674.0,0.5,2484.0,0.5,2771.0,0.5,2651.0,0.4,3141.0,0.5,3554.0,0.6,2744.0,0.4,3509.0,0.6,3627.0,0.6,4103.0,0.7,3688.0,0.6,4487.0,0.8,3697.2,0.6,3033.0,0.6,3321.8,0.7,3139.5,0.6,3601.3,0.6
"남자","척추, 등",척추,106863.0,19.6,107811.0,19.5,112029.0,19.8,116836.0,19.0,112981.0,18.8,121422.0,19.2,117581.0,18.9,115919.0,18.7,114351.0,18.1,115202.0,19.1,112313.0,18.3,106205.0,18.0,100600.8,17.6,82588.9,16.2,65288.8,14.4,72901.6,13.6,84232.1,14.9
"남자","몸통",소계,45218.0,8.3,47723.0,8.7,49883.0,8.8,54721.0,8.9,52560.0,8.7,58359.0,9.2,59894.0,9.6,63282.0,10.2,59871.0,9.5,58787.0,9.7,59915.0,9.7,56731.9,9.6,55463.4,9.7,48649.2,9.5,44308.7,9.8,50935.2,9.5,50926.0,9.0
"남자","몸통",가슴,27688.0,5.1,30223.0,5.5,30980.0,5.5,35042.0,5.7,32886.0,5.5,36987.0,5.8,38070.0,6.1,39882.0,6.5,39284.0,6.2,38586.0,6.4,40712.0,6.6,37056.8,6.3,35858.0,6.3,31613.7,6.2,28135.8,6.2,34550.5,6.5,34157.5,6.0
"남자","몸통",복부 하배부 골반,14589.0,2.7,14753.0,2.7,15222.0,2.7,15763.0,2.6,16168.0,2.7,17851.0,2.8,18256.0,2.9,17772.0,2.9,17205.0,2.7,16268.0,2.7,17031.0,2.8,15956.3,2.7,15657.5,2.7,14007.8,2.7,13063.0,2.9,14978.2,2.8,15106.4,2.7
"남자","몸통",기타 몸통,2941.0,0.5,2747.0,0.5,3681.0,0.7,3916.0,0.6,3506.0,0.6,3521.0,0.6,3568.0,0.6,5628*,0.9,3382.0,0.5,3933.0,0.7,2172.0,0.4,3718.8*,0.6,3947.9,0.7,3027.8,0.6,3110.0,0.7,1406.4,0.3,1662.2,0.3
"남자","상지",소계,109045.0,20.0,112688.0,20.4,114858.0,20.3,130676.0,21.2,136998.0,22.8,138251.0,21.8,138308.0,22.2,136494.0,22.1,146802.0,23.3,140843.0,23.3,156070.0,25.4,143720.9,24.4,136722.9,23.9,136103.8,26.6,122699.1,27.1,150346.5,28.1,157306.6,27.8
"남자","상지",어깨 위팔,27778.0,5.1,28396.0,5.1,30413.0,5.4,35734.0,5.8,39334.0,6.5,35307.0,5.6,38538.0,6.2,40048.0,6.5,45408.0,7.2,37302.0,6.2,41117.0,6.7,39335.0,6.7,38035.9,6.6,37836.6,7.4,33411.7,7.4,40250.4,7.5,41579.3,7.3
"남자","상지",팔꿈치 아래팔,22523.0,4.1,21692.0,3.9,23551.0,4.2,23987.0,3.9,25087.0,4.2,27725.0,4.4,27583.0,4.4,25652.0,4.1,25883.0,4.1,25717.0,4.3,28419.0,4.6,26446.5,4.5,27163.6,4.7,24061.1,4.7,24968.3,5.5,32199.7,6.0,29155.7,5.1
"남자","상지",손목 손,55902.0,10.3,58781.0,10.7,57645.0,10.2,66514.0,10.8,69818.0,11.6,71697.0,11.3,69044.0,11.1,67760.0,11.0,71844.0,11.4,73491.0,12.2,83090.0,13.5,74551.7,12.7,69109.9,12.1,71847.3,14.1,62582.4,13.8,76702.1,14.4,85582.7,15.1
