"성별","손상양상별",2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023
"성별","손상양상별",퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%)
"남자","타박상, 표재성손상",73386.0,18.7,22737.0,4.2,23902.0,4.3,25285.0,4.5,35148.0,5.7,33276.0,5.5,36344.0,5.7,34261.0,5.5,37219.0,6.0,36463.0,5.8,36625.0,6.1,37513.0,6.1,31514.9,5.4,31376.4,5.5,26418.0,5.2,18422.7,4.1,21662.8,4.1,24658.6,4.4
"남자","으깸손상",1347.0,0.3,5722.0,1.0,4957.0,0.9,4995.0,0.9,4836.0,0.8,4324.0,0.7,4856.0,0.8,4107*,0.7,4470*,0.7,3397.0,0.5,1636.0,0.3,2417.0,0.4,2661.3*,0.5,2494.8,0.4,1876.8,0.4,1255.0,0.3,1421.1,0.3,1367.7,0.2
"남자","화상",237*,0.1,19693*,3.6,22083*,4.0,23263*,4.1,25065*,4.1,20905*,3.5,22176*,3.5,21272*,3.4,24605*,4.0,21813*,3.5,21194*,3.5,12030.0,2.0,27434.5*,4.7,25564.7,4.5,21339.9,4.2,18420.2,4.1,6731.3,1.3,7937.7,1.4
"남자","신경손상",2190.0,0.6,2649.0,0.5,3324*,0.6,3149*,0.6,4482.0,0.7,3849*,0.6,3663.0,0.6,3049.0,0.5,2516.0,0.4,2728.0,0.4,2905*,0.5,4335.0,0.7,3776.7*,0.6,2681.1,0.5,3314.0,0.6,2475.4,0.5,3090.7,0.6,3382.9,0.6
"남자","중독",-,-,11570.0,2.1,12560.0,2.3,12159.0,2.1,13178.0,2.1,12342.0,2.1,13600.0,2.1,13626.0,2.2,12670.0,2.0,12689.0,2.0,11328.0,1.9,10765.0,1.8,10090.0,1.7,10764.5,1.9,9942.6,1.9,8405.5,1.9,9496.4,1.8,9036.5,1.6
"남자","기타",17605.0,4.5,39363.0,7.2,40291.0,7.3,41146.0,7.3,50798.0,8.2,54381.0,9.0,52881.0,8.3,55765.0,8.9,56965.0,9.2,58161.0,9.2,59719.0,9.9,64257.0,10.4,57441.4,9.8,56837.8,9.9,54599.5,10.7,50347.6,11.1,59611.1,11.2,63067.0,11.1
"남자","상세불명",-,-,5362.0,1.0,3971.0,0.7,3166.0,0.6,2648.0,0.4,2044.0,0.3,2191.0,0.3,1360.0,0.2,2412.0,0.4,1202.0,0.2,1190.0,0.2,1108.0,0.2,1772.7,0.3,1436.4,0.3,994.0,0.2,1188.2,0.3,712.8,0.1,954.8,0.2
"여자","전체",237559.0,100.0,345180.0,100.0,367413.0,100.0,375524.0,100.0,423422.0,100.0,422515.0,100.0,446355.0,100.0,458103.0,100.0,469072.0,100.0,486977.0,100.0,488548.0,100.0,511315.0,100.0,511633.0,100.0,500494.5,100.0,437862.6,100.0,407816.0,100.0,510745.1,100.0,565089.4,100.0
"여자","골절",32550.0,13.7,126564.0,36.7,138940.0,37.8,145406.0,38.7,171463.0,40.5,177785.0,42.1,192157.0,43.1,206315.0,45.0,212502.0,45.3,227088.0,46.6,236133.0,48.3,260199.0,50.9,259671.7,50.8,262717.7,52.5,238802.4,54.5,243282.6,59.7,320446.6,62.7,364505.8,64.5
"여자","탈구",3206.0,1.3,2528.0,0.7,2918.0,0.8,3156.0,0.8,3494.0,0.8,2957.0,0.7,3005.0,0.7,3008.0,0.7,2890.0,0.6,2855.0,0.6,3708.0,0.8,3173.0,0.6,3259.3,0.6,3412.9,0.7,3430.6,0.8,2793.9,0.7,3795.1,0.7,4471.7,0.8
